Comparações_AVL	Tamanho_AVL	Comparações_ABB	Tamanho_ABB
18	33526	22	33526
13	15219	23	15219
16	45861	24	45861
16	42333	15	42333
14	33261	25	33261
14	10450	20	10450
17	26573	19	26573
15	15150	22	15150
14	20297	13	20297
17	34230	22	34230
17	52386	20	52386
16	34198	24	34198
15	6814	19	6814
17	46762	19	46762
16	22234	14	22234
14	62320	18	62320
17	65484	24	65484
16	29043	12	29043
14	20295	23	20295
16	42239	15	42239
17	68904	29	68904
16	22157	24	22157
15	51002	22	51002
13	5375	18	5375
18	4752	13	4752
16	20113	17	20113
16	39262	16	39262
16	33018	23	33018
17	61760	17	61760
13	49139	20	49139
15	24588	17	24588
18	67824	25	67824
18	57848	25	57848
14	24421	18	24421
14	24396	22	24396
15	49350	23	49350
16	44717	14	44717
15	58625	11	58625
13	8087	17	8087
17	46821	20	46821
16	14900	12	14900
16	32028	19	32028
15	45407	23	45407
15	53571	22	53571
14	3864	26	3864
18	50801	22	50801
17	46102	24	46102
15	26056	12	26056
14	26021	21	26021
17	61000	21	61000
16	7058	11	7058
15	31395	11	31395
17	42104	20	42104
14	3522	20	3522
17	47008	21	47008
16	65281	24	65281
19	52412	15	52412
16	9253	22	9253
10	322	11	322
14	16611	16	16611
17	10025	14	10025
17	24717	16	24717
18	65960	15	65960
16	31094	25	31094
15	59693	23	59693
16	4046	22	4046
15	12866	15	12866
18	65297	24	65297
15	34624	17	34624
15	48867	22	48867
15	52250	22	52250
15	15424	22	15424
15	52731	22	52731
16	41479	22	41479
17	55104	19	55104
19	24888	15	24888
17	62850	17	62850
14	14158	17	14158
17	28409	24	28409
16	39858	19	39858
16	41982	23	41982
12	745	17	745
14	9294	25	9294
17	42677	21	42677
15	17355	18	17355
14	19318	18	19318
16	13315	24	13315
15	50411	20	50411
15	33437	19	33437
16	63712	20	63712
18	66770	13	66770
18	59009	20	59009
16	21509	14	21509
16	57277	21	57277
11	14227	22	14227
17	50110	21	50110
15	49052	25	49052
17	66958	21	66958
17	54813	27	54813
15	28413	21	28413
16	26867	23	26867
17	45418	29	45418
16	21262	20	21262
16	17376	17	17376
18	50179	27	50179
14	37471	18	37471
15	35709	22	35709
16	50220	21	50220
14	9826	25	9826
15	36453	21	36453
18	59513	25	59513
17	53807	15	53807
14	8830	21	8830
14	2598	16	2598
16	43473	25	43473
17	35593	20	35593
16	12387	26	12387
16	37185	25	37185
14	26193	18	26193
15	30222	19	30222
16	68669	17	68669
18	16771	17	16771
12	10332	14	10332
17	47720	29	47720
16	60080	25	60080
15	65144	25	65144
14	18492	17	18492
17	68362	25	68362
14	20020	19	20020
17	39754	20	39754
14	15737	17	15737
8	198	13	198
11	7224	16	7224
16	26769	16	26769
16	63402	33	63402
16	64249	23	64249
17	16281	14	16281
14	22255	24	22255
17	48055	21	48055
8	1462	18	1462
17	24853	15	24853
18	21528	17	21528
14	37054	23	37054
14	13591	15	13591
14	35064	13	35064
14	45768	27	45768
15	37608	31	37608
16	5989	18	5989
16	23650	21	23650
17	54378	25	54378
14	1370	12	1370
17	44458	20	44458
17	57815	26	57815
14	45971	26	45971
16	62949	24	62949
10	9054	22	9054
18	48264	26	48264
16	18891	22	18891
17	62630	25	62630
15	6060	22	6060
17	56031	24	56031
15	308	14	308
18	61939	26	61939
16	54637	19	54637
14	24715	19	24715
14	22594	19	22594
16	69431	19	69431
17	57657	26	57657
16	52573	29	52573
16	24413	14	24413
15	25264	15	25264
15	58562	19	58562
14	48062	27	48062
15	9641	20	9641
18	51233	13	51233
16	25783	17	25783
15	54098	19	54098
17	39048	21	39048
15	23399	16	23399
13	1575	14	1575
18	66799	21	66799
13	8804	18	8804
16	49839	18	49839
15	15690	11	15690
14	1433	15	1433
17	55898	28	55898
16	37700	18	37700
15	33815	19	33815
17	32558	25	32558
13	5991	18	5991
14	18452	13	18452
17	57272	21	57272
14	45743	19	45743
16	50644	20	50644
16	9865	14	9865
17	50075	18	50075
16	43873	20	43873
12	11473	17	11473
13	4487	12	4487
16	69136	21	69136
16	27618	27	27618
17	54683	16	54683
17	43017	21	43017
16	32788	24	32788
15	38976	21	38976
18	44592	20	44592
16	29586	22	29586
16	47779	17	47779
16	24430	26	24430
17	21627	16	21627
17	25564	20	25564
16	59327	28	59327
16	59378	25	59378
16	65588	28	65588
15	41669	26	41669
14	54181	25	54181
17	17411	22	17411
16	34825	14	34825
18	39075	11	39075
16	46310	12	46310
16	59299	21	59299
16	57782	21	57782
14	65737	30	65737
17	58434	20	58434
16	34167	19	34167
16	43562	18	43562
14	38137	22	38137
15	59139	18	59139
12	11153	12	11153
17	18457	25	18457
14	28114	22	28114
15	55744	20	55744
16	48043	26	48043
17	52244	24	52244
17	56525	23	56525
13	7807	12	7807
16	43204	13	43204
16	35347	17	35347
16	67185	26	67185
18	15143	19	15143
17	53367	14	53367
15	51365	21	51365
6	777	5	777
16	62541	20	62541
15	59780	11	59780
17	23439	20	23439
17	53791	23	53791
17	49079	27	49079
15	11220	19	11220
16	49527	26	49527
18	37512	16	37512
16	21739	14	21739
16	50515	21	50515
18	59875	27	59875
17	59832	32	59832
16	46563	19	46563
16	1027	19	1027
12	8289	20	8289
15	4676	23	4676
15	33123	23	33123
17	56920	18	56920
15	19647	24	19647
14	8703	18	8703
18	64726	21	64726
16	39202	17	39202
15	20402	19	20402
16	38262	18	38262
15	54345	22	54345
13	3768	24	3768
17	65979	21	65979
17	28698	21	28698
17	50897	22	50897
17	58519	15	58519
16	64829	22	64829
13	4335	20	4335
17	18662	14	18662
17	43907	24	43907
17	61906	23	61906
18	68188	16	68188
16	57771	26	57771
16	59996	16	59996
17	48702	20	48702
15	45195	22	45195
16	26222	20	26222
11	14886	16	14886
13	3601	12	3601
17	69526	27	69526
16	26433	16	26433
14	36723	23	36723
16	32208	15	32208
17	59704	22	59704
17	32721	24	32721
16	17262	17	17262
17	54430	27	54430
13	1923	14	1923
15	14015	17	14015
17	69043	22	69043
17	56267	17	56267
16	64135	24	64135
17	65021	24	65021
15	21383	23	21383
15	29892	32	29892
19	56144	25	56144
16	48553	23	48553
12	6403	13	6403
16	40326	17	40326
16	46740	17	46740
19	64173	22	64173
9	1794	13	1794
17	39367	22	39367
18	56543	16	56543
18	61124	22	61124
16	36495	13	36495
16	62556	25	62556
16	63909	19	63909
15	3217	17	3217
14	1115	15	1115
16	53612	20	53612
16	35938	18	35938
16	18376	17	18376
14	14393	12	14393
15	14212	27	14212
13	8743	19	8743
15	13436	28	13436
16	478	14	478
15	2877	13	2877
15	54808	21	54808
16	38145	33	38145
17	24259	21	24259
14	640	14	640
18	63251	17	63251
16	7042	15	7042
15	43004	18	43004
17	16343	20	16343
17	1214	15	1214
10	3325	16	3325
18	64488	19	64488
15	40581	21	40581
16	36220	19	36220
17	57518	21	57518
13	8056	16	8056
9	2714	22	2714
17	50073	24	50073
17	1964	17	1964
17	52283	22	52283
16	27539	16	27539
13	18220	17	18220
15	45914	21	45914
13	22672	23	22672
17	32431	22	32431
14	31008	21	31008
16	12459	16	12459
15	9260	12	9260
15	10236	19	10236
18	67267	22	67267
14	10846	20	10846
16	11965	20	11965
15	24395	19	24395
15	13524	16	13524
16	51568	19	51568
13	31437	22	31437
16	67910	24	67910
15	36204	23	36204
16	38749	23	38749
16	49582	27	49582
11	2423	18	2423
17	26266	20	26266
14	33990	30	33990
14	51489	26	51489
17	52690	27	52690
15	33771	18	33771
15	10228	21	10228
15	44232	21	44232
14	51990	19	51990
16	32493	18	32493
16	43256	26	43256
17	60772	22	60772
17	55714	22	55714
16	46383	22	46383
16	3736	24	3736
16	52980	23	52980
14	138	11	138
15	14582	21	14582
16	41297	20	41297
16	24532	20	24532
14	4457	12	4457
16	69216	18	69216
13	32320	17	32320
16	60984	12	60984
16	43477	22	43477
15	41322	23	41322
16	12225	16	12225
17	67255	23	67255
16	5962	13	5962
15	38490	21	38490
15	31244	17	31244
18	67531	23	67531
16	43549	24	43549
16	21220	16	21220
17	7758	14	7758
15	64132	23	64132
15	49561	25	49561
16	40250	17	40250
13	13739	21	13739
16	16684	24	16684
14	10102	23	10102
17	69453	26	69453
17	63066	29	63066
18	60190	20	60190
16	28784	20	28784
17	63203	28	63203
16	51123	21	51123
14	46432	18	46432
16	64087	25	64087
18	55579	24	55579
15	45647	19	45647
13	26406	21	26406
17	22915	28	22915
14	65475	23	65475
15	50102	22	50102
14	32415	25	32415
17	22540	22	22540
12	2577	14	2577
13	19865	19	19865
17	20070	24	20070
15	22477	18	22477
17	41084	24	41084
18	4179	16	4179
15	62961	14	62961
14	20645	14	20645
14	44429	30	44429
12	6699	19	6699
15	37328	26	37328
16	30882	22	30882
16	52503	24	52503
14	6746	22	6746
17	67423	28	67423
17	11287	15	11287
17	46300	22	46300
16	48545	22	48545
17	34070	20	34070
15	40386	20	40386
15	10476	12	10476
15	56069	21	56069
16	33390	24	33390
16	51543	22	51543
16	40870	21	40870
17	59843	21	59843
16	35594	20	35594
14	12203	18	12203
15	22257	16	22257
14	14780	16	14780
14	18473	30	18473
16	54555	22	54555
17	37256	20	37256
17	58733	27	58733
14	30216	20	30216
17	56553	23	56553
12	9513	19	9513
16	13267	15	13267
12	232	9	232
14	40395	27	40395
17	65769	26	65769
17	6977	20	6977
16	37817	19	37817
16	53407	22	53407
17	29629	22	29629
15	62714	19	62714
5	14	5	14
9	3189	19	3189
15	49897	22	49897
14	12930	17	12930
14	7791	13	7791
16	60379	18	60379
13	2772	11	2772
16	43384	22	43384
12	1380	11	1380
15	31517	17	31517
14	17360	25	17360
14	19853	12	19853
14	16071	16	16071
16	54616	20	54616
16	4803	18	4803
16	61183	21	61183
16	18665	21	18665
18	60668	21	60668
15	18896	21	18896
17	46570	20	46570
13	2225	14	2225
15	45230	22	45230
14	29976	25	29976
14	31853	22	31853
16	23804	22	23804
16	17483	17	17483
14	3700	25	3700
12	6764	19	6764
16	41753	19	41753
15	55887	26	55887
16	54874	17	54874
17	44333	23	44333
17	57267	20	57267
17	62742	22	62742
15	55164	22	55164
17	39231	25	39231
18	36319	18	36319
17	60194	21	60194
18	57895	17	57895
14	26986	20	26986
17	40995	25	40995
17	53142	21	53142
17	34399	21	34399
13	17564	14	17564
15	31718	24	31718
15	9628	16	9628
13	23891	18	23891
17	63570	23	63570
15	23923	18	23923
15	47695	16	47695
11	1788	16	1788
13	17757	19	17757
16	51394	24	51394
14	29514	21	29514
10	873	15	873
16	39236	20	39236
16	47618	22	47618
16	56759	18	56759
12	462	13	462
17	68302	20	68302
16	20377	15	20377
17	39555	18	39555
17	36346	23	36346
14	3847	18	3847
16	24719	25	24719
15	35357	22	35357
16	19429	25	19429
17	61037	15	61037
15	53675	28	53675
17	64374	21	64374
15	19249	24	19249
16	13169	22	13169
15	28772	17	28772
15	44886	19	44886
14	14751	14	14751
14	15025	14	15025
14	16595	15	16595
16	32782	20	32782
15	42494	23	42494
14	22460	19	22460
17	33654	27	33654
17	11729	20	11729
17	77	9	77
16	66764	22	66764
11	12190	20	12190
14	68378	20	68378
13	17141	23	17141
16	51745	29	51745
15	11076	17	11076
17	67339	17	67339
14	52815	20	52815
16	16768	21	16768
15	20203	18	20203
14	24686	30	24686
14	46794	22	46794
13	14576	26	14576
16	43934	19	43934
18	59962	17	59962
16	57097	20	57097
14	34848	30	34848
17	34449	25	34449
16	24151	19	24151
16	49655	23	49655
13	25826	25	25826
16	15250	20	15250
16	42601	19	42601
16	34959	27	34959
15	57743	19	57743
15	65060	18	65060
15	44964	22	44964
16	45824	18	45824
17	41488	22	41488
17	41727	23	41727
16	39865	28	39865
17	58867	28	58867
16	62461	28	62461
16	56206	32	56206
17	45275	21	45275
10	3724	19	3724
17	49325	20	49325
15	65477	16	65477
15	26118	26	26118
15	56404	19	56404
16	48695	23	48695
15	62432	15	62432
17	52454	27	52454
15	12143	16	12143
17	27279	24	27279
15	16903	18	16903
15	12645	16	12645
17	53285	18	53285
16	42728	19	42728
16	27895	16	27895
14	25885	18	25885
12	7686	22	7686
16	61989	25	61989
17	67296	19	67296
17	52649	23	52649
15	37812	11	37812
14	38783	19	38783
15	727	14	727
12	2177	17	2177
17	59594	28	59594
18	64637	17	64637
15	12291	20	12291
15	22151	16	22151
17	62366	17	62366
16	47827	27	47827
15	11740	13	11740
17	67126	20	67126
14	3944	15	3944
15	26949	19	26949
7	5	3	5
15	46959	15	46959
15	53289	24	53289
14	39282	14	39282
16	51205	21	51205
15	55525	25	55525
15	23319	22	23319
15	43194	20	43194
18	29172	24	29172
17	52319	27	52319
17	67954	14	67954
15	53046	17	53046
15	59533	25	59533
15	29305	17	29305
15	18991	23	18991
17	54170	27	54170
11	433	10	433
13	10312	14	10312
15	65319	20	65319
16	58524	23	58524
17	7437	12	7437
18	69262	30	69262
16	9371	20	9371
17	41989	18	41989
15	36320	24	36320
17	63923	19	63923
16	18345	17	18345
15	32874	24	32874
16	40881	18	40881
13	2156	8	2156
18	68438	27	68438
16	33510	14	33510
14	25474	23	25474
16	41631	22	41631
14	62682	24	62682
16	54145	22	54145
14	28987	27	28987
14	36987	19	36987
17	37190	21	37190
16	18520	17	18520
15	66291	17	66291
17	32532	18	32532
16	49041	18	49041
16	14237	18	14237
15	50024	25	50024
16	25825	25	25825
15	24548	17	24548
15	45342	27	45342
13	14348	13	14348
14	8337	17	8337
16	20955	15	20955
16	23719	19	23719
17	37945	18	37945
19	62943	23	62943
16	36390	20	36390
12	31867	30	31867
12	11288	21	11288
16	69263	28	69263
16	49099	22	49099
15	59273	26	59273
15	47536	21	47536
15	69134	29	69134
17	49596	17	49596
16	65518	22	65518
16	61815	24	61815
15	33740	24	33740
14	24505	23	24505
14	5154	20	5154
15	47281	23	47281
15	19376	16	19376
15	1444	20	1444
14	9812	19	9812
18	68416	25	68416
17	62033	25	62033
15	59835	13	59835
18	62932	26	62932
13	14939	20	14939
11	1268	15	1268
18	32482	19	32482
17	15009	20	15009
12	1777	16	1777
15	27750	24	27750
16	47430	15	47430
17	59416	24	59416
16	3365	19	3365
16	2881	17	2881
17	48688	19	48688
17	51134	17	51134
15	24173	16	24173
14	7081	14	7081
14	22286	21	22286
16	15988	22	15988
15	40820	26	40820
14	21141	20	21141
19	64452	12	64452
14	18869	23	18869
18	68936	19	68936
11	4263	16	4263
17	63636	21	63636
15	60968	25	60968
15	40449	22	40449
18	64227	23	64227
16	28328	18	28328
17	55517	24	55517
17	31519	22	31519
18	60810	19	60810
16	46878	25	46878
15	731	18	731
14	38938	27	38938
16	4627	19	4627
16	24512	18	24512
16	28353	17	28353
12	7991	17	7991
16	27392	23	27392
15	53392	30	53392
15	35477	26	35477
16	54160	29	54160
12	7564	19	7564
17	42557	13	42557
17	52797	19	52797
17	69903	25	69903
17	59729	32	59729
14	5938	14	5938
13	21043	19	21043
17	30532	21	30532
15	24806	22	24806
16	66331	24	66331
13	34795	17	34795
17	64793	31	64793
16	33650	14	33650
15	51595	27	51595
18	59019	24	59019
16	63901	21	63901
17	56275	22	56275
15	44535	21	44535
16	25420	15	25420
15	47084	17	47084
15	21412	23	21412
14	26150	20	26150
16	62373	21	62373
11	2391	16	2391
17	50661	21	50661
14	20725	23	20725
16	56733	19	56733
15	54405	23	54405
16	4116	13	4116
13	22209	12	22209
16	38564	23	38564
14	11679	19	11679
16	41118	19	41118
17	21360	24	21360
15	11582	15	11582
15	7198	13	7198
15	3649	20	3649
16	37729	22	37729
17	4806	15	4806
17	5306	23	5306
17	48875	21	48875
18	69598	20	69598
16	38956	17	38956
12	6822	15	6822
16	58616	26	58616
18	32856	25	32856
17	63096	27	63096
15	9502	18	9502
13	34627	15	34627
15	16531	21	16531
15	30914	16	30914
18	60776	20	60776
16	8903	13	8903
16	33304	16	33304
17	17789	17	17789
15	29627	21	29627
17	66388	22	66388
17	10094	19	10094
17	64949	25	64949
16	17108	19	17108
13	21772	16	21772
15	36066	26	36066
13	14819	21	14819
16	33353	26	33353
18	64819	25	64819
13	18681	20	18681
14	33695	25	33695
17	69624	19	69624
13	23986	14	23986
12	12570	23	12570
16	45573	26	45573
16	39293	18	39293
17	65743	17	65743
15	48501	15	48501
14	58838	18	58838
17	43689	25	43689
15	13127	16	13127
16	51720	22	51720
16	50954	25	50954
18	50255	23	50255
17	60622	25	60622
17	60609	21	60609
15	44395	30	44395
16	66600	16	66600
15	56997	14	56997
16	22939	21	22939
14	6693	14	6693
15	51945	15	51945
16	16398	23	16398
16	28464	22	28464
17	64362	11	64362
16	7568	15	7568
16	2386	13	2386
16	56849	18	56849
14	24022	25	24022
16	48361	26	48361
16	57186	28	57186
17	23933	20	23933
9	2831	10	2831
16	58120	24	58120
17	27683	20	27683
17	43874	20	43874
14	8160	13	8160
15	40809	20	40809
16	25593	21	25593
13	35466	24	35466
16	67415	23	67415
17	62566	17	62566
14	2426	19	2426
16	18161	14	18161
16	35517	14	35517
18	59422	17	59422
17	41099	23	41099
17	42209	25	42209
15	17718	20	17718
15	33848	25	33848
16	47025	21	47025
18	41415	23	41415
17	61545	22	61545
16	48758	23	48758
15	24745	17	24745
18	49132	21	49132
16	22160	23	22160
13	11930	18	11930
16	62074	25	62074
16	46092	16	46092
17	61112	32	61112
16	47111	25	47111
16	10563	20	10563
14	18794	20	18794
14	20984	20	20984
13	35955	26	35955
15	22929	20	22929
17	30540	27	30540
15	9721	17	9721
16	15494	22	15494
13	32965	29	32965
15	27882	22	27882
15	51011	18	51011
17	68739	21	68739
18	68980	24	68980
17	69571	22	69571
16	16456	27	16456
15	32828	25	32828
16	46595	21	46595
15	51239	17	51239
17	50594	21	50594
17	38139	20	38139
17	29996	16	29996
13	24394	33	24394
16	39235	18	39235
16	9127	14	9127
17	22905	26	22905
15	27517	11	27517
17	68997	25	68997
15	18628	21	18628
12	24663	27	24663
16	55911	26	55911
14	13774	22	13774
16	21998	20	21998
17	50985	22	50985
17	49728	26	49728
14	44926	23	44926
14	11524	20	11524
15	59448	25	59448
18	36772	27	36772
16	44489	28	44489
17	63681	23	63681
15	17782	19	17782
17	19579	20	19579
18	63704	26	63704
11	1840	16	1840
17	40299	21	40299
16	63624	14	63624
16	52433	23	52433
17	54789	21	54789
18	23620	16	23620
14	53178	17	53178
16	24024	20	24024
14	9098	10	9098
12	6083	21	6083
18	51540	18	51540
16	51431	17	51431
17	57664	24	57664
14	60292	20	60292
11	9662	23	9662
17	16371	12	16371
17	30939	16	30939
10	6201	22	6201
14	5819	17	5819
15	67710	22	67710
15	27041	23	27041
16	69499	26	69499
16	15491	26	15491
15	46619	17	46619
15	38511	22	38511
18	55547	28	55547
17	59005	19	59005
17	16702	20	16702
16	52628	25	52628
16	45487	14	45487
10	6247	18	6247
16	57360	28	57360
17	61697	21	61697
16	34746	15	34746
16	15251	21	15251
15	61770	27	61770
15	58714	28	58714
16	29869	22	29869
13	24546	16	24546
15	44784	22	44784
13	5665	13	5665
13	30746	24	30746
13	26954	24	26954
16	3375	14	3375
15	34139	33	34139
11	2804	16	2804
17	65217	27	65217
14	41315	26	41315
15	50763	29	50763
18	69761	19	69761
16	34368	19	34368
14	52959	23	52959
16	52389	19	52389
13	3655	14	3655
15	49615	16	49615
17	65258	23	65258
11	4085	15	4085
16	18495	20	18495
17	33379	30	33379
16	62798	23	62798
16	61791	18	61791
13	13876	24	13876
14	49260	10	49260
16	19540	17	19540
15	56357	21	56357
17	39879	19	39879
17	69266	26	69266
16	20495	16	20495
19	42683	24	42683
15	64483	15	64483
15	31252	17	31252
14	7364	20	7364
15	24716	22	24716
14	50908	14	50908
16	59752	20	59752
17	10922	17	10922
17	67203	28	67203
12	1091	14	1091
16	49439	24	49439
17	47209	18	47209
15	4125	14	4125
13	5405	19	5405
16	42466	19	42466
14	8209	15	8209
17	23899	18	23899
15	5844	15	5844
9	1006	8	1006
15	48613	14	48613
17	43987	20	43987
16	61233	19	61233
12	4224	16	4224
16	56912	15	56912
15	10773	19	10773
17	36933	22	36933
16	26791	23	26791
13	10038	22	10038
17	57427	16	57427
16	69473	21	69473
15	50872	19	50872
16	65030	20	65030
16	59821	19	59821
17	48821	28	48821
9	2394	16	2394
19	60888	25	60888
13	29728	27	29728
16	38497	18	38497
15	1809	17	1809
17	26930	20	26930
15	39587	25	39587
12	27599	21	27599
12	4138	16	4138
16	33004	18	33004
14	46604	27	46604
18	51920	24	51920
15	33254	23	33254
16	28799	18	28799
13	29278	16	29278
18	58219	23	58219
16	49137	22	49137
15	20510	19	20510
16	38794	24	38794
15	36049	20	36049
14	7634	21	7634
13	5726	15	5726
17	62839	21	62839
17	64024	24	64024
17	39505	20	39505
16	44895	29	44895
9	10886	31	10886
14	28483	18	28483
15	23715	19	23715
17	19370	23	19370
15	29794	18	29794
16	21179	22	21179
16	56723	20	56723
17	44066	26	44066
16	48777	20	48777
17	60861	29	60861
18	64129	18	64129
17	58132	31	58132
17	13816	20	13816
16	67738	24	67738
15	18966	18	18966
16	28030	17	28030
18	68103	26	68103
15	48539	19	48539
16	1101	18	1101
14	34151	20	34151
16	53179	23	53179
11	3341	19	3341
13	26548	15	26548
17	65651	26	65651
16	47794	17	47794
15	33568	24	33568
13	485	17	485
15	47861	23	47861
16	69551	24	69551
16	19854	24	19854
12	7654	18	7654
18	4030	19	4030
15	17384	25	17384
18	64377	22	64377
18	48095	31	48095
16	66161	21	66161
17	31589	25	31589
17	42224	16	42224
13	30644	20	30644
17	21756	20	21756
17	64624	26	64624
17	28381	26	28381
13	17073	18	17073
17	69005	17	69005
17	60688	27	60688
11	15175	25	15175
15	47543	21	47543
16	38141	22	38141
14	25677	22	25677
17	56419	22	56419
17	21319	23	21319
15	5369	20	5369
13	12966	14	12966
15	20353	23	20353
16	47371	15	47371
16	37112	23	37112
16	30272	25	30272
14	47855	18	47855
16	14972	21	14972
15	29822	11	29822
16	44061	16	44061
17	68977	14	68977
15	33851	24	33851
16	61444	18	61444
15	39705	20	39705
13	11946	19	11946
13	33956	18	33956
9	1293	13	1293
16	30521	21	30521
17	64600	24	64600
18	69400	34	69400
16	1496	10	1496
17	69332	16	69332
15	16473	20	16473
13	500	12	500
14	36372	23	36372
14	7999	13	7999
10	4512	17	4512
13	10028	16	10028
14	10813	21	10813
11	2182	17	2182
17	15396	23	15396
9	130	13	130
16	22534	12	22534
17	62767	16	62767
15	37241	19	37241
16	52805	22	52805
16	16973	28	16973
19	28564	16	28564
16	61033	17	61033
15	27541	24	27541
14	22829	26	22829
13	43597	25	43597
12	11126	21	11126
15	44890	23	44890
13	17998	22	17998
15	57383	24	57383
16	20641	18	20641
18	65845	23	65845
15	33067	20	33067
11	13465	19	13465
17	69438	16	69438
17	67816	22	67816
17	67090	27	67090
16	50301	19	50301
16	54195	22	54195
17	54254	22	54254
17	28834	22	28834
17	45942	24	45942
16	54383	17	54383
16	27719	23	27719
